text,tonality
"Тавтологично, но удовольствие получил с удовольствием. Главная причина - являюсь ровесником автора, во многом совпадает образ жизни, да и намерения касательно настоящего и будущего. По-другому и быть не может, наверное. Русский Бегбедер с более агрессивным (или менее?) отношением к окружающей действительности и себе самому. На серьезную прозу повесть не тянет, однако читается быстро и увлекательно. Морали никакой в тексте искать не надо; следил не за сюжетом, который весьма примитивен, а за отдельными репликами и ходом мыслей автора.",8
"Хороший книга, однако! В силу своей недоразвитости до настоящего момента не смотрел я ни фильм, да и книгу все не приходилось прочесть. И очень не зря попалась последняя в магазине при очередном шоппинге. Понравилось многое - и стиль изложения, и жизнеописание героев; жаль вот только - финал печальный. Осталось теперь найти кассету или DVD - сопоставить соответствие картины оригинальной версии.",9
"Воздержусь от восторженных высказываний, пока не дочитал до конца, хотя, можно было бы - очень захватывающий и интересный сюжет. Действие происходит в 2003 году - все свежо и актуально. Рекомендую!",9
"Банальная вещь. Изложение событий приснопамятных времен от лица Понтия Пилата. Ничего интересного, хотя читается легко и быстро.",2
"И понравилась. Не в пример ""99 франкам"". Как резюме книги - первые ее строки: ""Любовь - это битва. Заранее проигранная"". Оптимизма и радости книга не придает, конечно - редко люблю читать подобные вещи, - но жестко-повествовательный стиль Бигбедера чем-то прельщает. Да и задуматься заставляет. Тем, кому это необходимо. Еще не знаю, чем именно прельщает. Буду читать еще.",7
"Во времена проката фильма не доходили руки к его бумажной версии, - а может, не было тогда в продаже - теперь дошли. Читается трилогия на одном дыхании. Почему-то подумалось, что некогда великолепный сюжет по истечении 20 лет кажется довольно примитивным. Впрочем, не буду спорить с собой - уж слишком хорошо помню фильм, а книга его только дополнила.",9
"При всей моей ""любви"" и ""увлеченности"" фантастикой вещь пошла. Вроде ничего супер-оригинального, но в тоже время так и не смог оторваться - все свободное время посвящал чтению, пока не дочитал до конца. Причем даже не буду себя заставлять делать какие-то серьезные выводы - это просто увлекательно.",9
"Сюжет незатейлив... После известных приключений друзья разъехались из Москвы в разных направлениях; в столице остался лишь один из них. Он решает выбраться ко второму другу из четверки в гости в Киев. Сразу же по приезду, на киевском вокзале, решая помочь незнакомцу в неравной драке, он попадает, по воле случая, ввязанным в довольно неприятную ситуацию с мафией и большими деньгами. Вечером того же дня он лишь чудом избегает смерти, но становится теперь ""подписанным"" - бандиты подписали его на смертный приговор, благодаря тому, что он стал невольным свидетелем и теперь в курсе некоторых дел братвы. В тот же день его киевский друг, также абсолютно случайно и из бескорыстных целей, впутывается в самостоятельное расследование убийства куртизанки, в котором главным подозреваемым становится сам, так как случайно оставляет в квартире женщины отпечатки пальцев. Двое других друзей, занявшиеся сельским хозяйством в Краснодарском крае, спешат на помощь к друзьям в Киев. Оба преступления, соответственно, оказываются тесно связанными между собой и четверке друзей предстоит раскрыть оба из них - не без пользы для себя.",8
"Первая книга Ридпата оставила неоднозначное впечатление: легко читается, видимость сюжета, но... финал разочаровал.",7
"Читал по рекомендациям, в соответствии с которыми сабж - увлекательный триллер. Последний на поверку оказался низкосортным детективом с банальнейшим сюжетом. Делиться впечатлениями желания не возникает.",2
"За неимением лучшего докупаю старые, доселе непрочитанные книги Абдуллаева; Симфония тьмы - один из них. Прочел на одном дыхании, но без энтузиазма - чувствуется ранний стиль автора. Оригинальностью роман не блещет: мир на пересечении миллениумов управляется несколькими государствами, на политику и действия которых огромное влияние оказывают спецслужбы этих стран. Но наряду с МОССАдом и ЦРУ - главными операторами, существует также и организованная группа эдаких энтузиастов с хорошими деньгами, которые вербуют политиков, добиваясь таким образом своих определенных целей. Вот об одной такой мифической (мифической ли?)группе и ее противостоянии со спецслужбами наряду с Дронго и речь...",6
"Без слов! Скажем, открыл для себя автора, которого в своей градации поставил в один ряд с Дюма, Булгаковым, Реем, де Локло, Достоевским...",10
"Не способно мне понравиться произведение, если по каким-то причинам или признакам я не разделяю мнение автора, как минимум, или же автор вызывает у меня жесточайший антагонизм - как максимум. Такое уж у меня отношение в этом контексте. Возможно, с художественной точки зрения ""Апология"" и заслуживает какого-то внимания, но с логической - увольте.",2
"Нелегко читается книга, написанная историком второго, если не ошибаюсь, века нашей эры. Справедливости ради стоит отметить, что ее ценность для самой истории трудно недооценить. Огромное количество фактов, которые вряд ли можно найти в иной литературе; нюансов, которые могут дополнить мнение о властителях Империи. Но... то ли настроение на протяжении двух последних дней было ""не историческое"", то ли сама книга ""не весенняя"".",7
"Относительно недавно приводил свои впечатления от ""Закрытой книги"" Гилберта Адэра. Там речь шла о писателе, после аварии не имеющем возможности писать самостоятельно, и по этой причине нанявшем молодого помощника. В итоге этот помощник оказывается в далеком прошлом учеником писателя, к которому последний применял определенные действия... незаконного характера - сейчас не суть. В произведении Фаулза главный герой являет собой человека с кучей комплексов, выпадающего из общества, вдобавок ко всему - несостоятельного по мужской части. В юношестве он занимается коллекционированием бабочек, а уже в зрелом возрасте, после выигрыша приятной суммы в лотерее, его внимание концентрируется на одной милой особе. Они отдаленно знакомы друг с другом достаточно давно, но? в конечном счете? маньяк находит способ разрешения всех своих проблем: он выкрадывает девушку и помещает ее в подвал в недавно купленном доме. После нескольких недель такой чудной жизни девушка... умирает.",10
"Дня через два забуду, о чем роман. В целом все красиво, но как-то уж слишком просто. Тем не менее, читается приятно.",5
"Сказывается, наверное, детская любовь к фильмам об индейцах - пошло легко и непринужденно. Сюжет довольно прост: в колонизированном испанцами городке на территории Мексики живет семья охотника на бизонов - бравого и красивого парня. В силу того, что его сестра также недурна собой и в числе ее поклонников комендант крепости, а сам парень влюбляется в девушку, на которую имеет виды помощник коменданта городка, вокруг этих любовных хитросплетений и завязываются основные события. Так как и парень, и его сестра оказываются слишком независимыми и неуступчивыми, планы ""хозяев"" города оказываются нарушенными, а без последствий они оставлять этого не хотят... В финале, мстя таким образом один другому, мать охотника убивают, его сестру по случайности не удалось довести до смерти, а сын, со своей стороны, вынашивает планы мести отцам города и подвязавшимся священникам. Итогом является нападение на городок отряда индейцев, во главе которого - сам главный герой повести.",7
"Обожаю под настроение читать автобиографии людей, многого добившихся в этой жизни. Форда начинал еще года три назад, но тогда не дочитал - вторая часть книги показалась скучноватой. Сейчас осилил с одного присеста. Добрая и умная вещь. Не пожалел.",9
"Не лучший роман Абдуллаева. Хотя, и не худший. Слишком уж обыгранный сюжет, напоминающий и ""Восточный экспресс"" А. Кристи, и ""Тоннель призраков"" того же Абдуллаева, и еще пару подобных произведений от менее известных авторов.",5
"Не пошла вещь. Из почти трех десятков прочитанных романов Абдуллаева подобное случается во второй или третий раз. В адрес самого романа не могу сказать ничего плохого - просто не очень люблю рассказы о деятельности спецслужб, разведки и т.п.",4
"Отличный киносценарий! Немного сомнений в том, что из книги получился бы отличный фильм-катастрофа; по крайней мере, все из известных мне и рядом не лежали. Для рядового читателя книга может показаться перегруженной физической, химической и астрономической терминологией, но в этом и ее соль одновременно. А за идею автору респект! Вкратце: Солнце на самом деле является пульсаром и раз в 12 000 лет его электромагнитная энергия распространяется по Вселенной с различными последствиями для встречаемых по пути объектов. Для Земли такие импульсы летальны, что и происходило каждые 12 000 лет; очередной цикл намечен на 2012 год - время действия в романе. На Земле, не суть как, импульсы главного светила принимают полюса: начинается таяние льдов, всемирный потоп, происходит сдвиг земной коры. Но на планете находится древний инструмент, помогающий избежать последствий такой солнечной активности...",9
"Маст рид! Переводчику такой же респект, как и автору.",10
"После прочтения первой половины романа появилась шальная мысль, что произведение действительно неплохое. Дочитав, слегка разочаровался... Действие происходит в первой трети ХХ века. Речь о еврейском мальчике, Натане, и его трудном детстве. В период возмужания у главного героя открывается способность к телепатии, которой был наделен его родственник, убиенный после того, как в кибуце произошло убийство, а он мог, вследствие своих способностей, вычислить убийцу. Родители мальчика, обеспокоенные, что подобная участь может ожидать и их сына, отправляют его в дальний путь к старику Фрейду на излечение. Методы психолога оказались недейственными, и мальчик в конечном итоге, не выдержав их, убегает от основоположника психологии половых взаимоотношений. Будучи проданным своими знакомыми антрепренеру, главный герой начинает выступать в цирке со своей программой, в основе которой, конечно, телепатия. Со временем к нему приходит слава, о нем узнает некий Шикльгруббер. На очном приеме Натан, читая мысли Гитлера и видя в них кончину своего народа, пытается зарезать кровопийцу, но заканчивается для него это плачевно - Натан убегает, но остается без уха. До этого момента чтиво завлекает...",8
"То ли настроение вчера было ""читабельное"" - в районе двое суток не было света, читал с фонарем, блин, - то ли действительно роман неплох, но пока могу сказать, что из 22-х прочитанных вещей Абдуллаева на текущий момент ""Последний синклит"" - лучший. И дело даже не в какой-то оригинальности сюжета, а в том, что в любом детективе, так или иначе, в ходе развития сюжетной линии можно предположить, кто из героев в конечном итоге станет обвиненным. В Синклите все наоборот: до самой развязки абсолютно никаких подзрений не падает ни на одного из персонажей. Зачет.",9
"Читал вещь, когда она только появилась в магазинах/на раксладках. О Брауне не знал ничего из того, что знаю сейчас - знал бы тогда, поставил бы еще большую оценку, наверное. Это уже сейчас модно отзываться обо всех его книгах, как о дешевой подделке, вымышленной дешевке или еще как-то... Так или иначе, мнение менять не привык: роман увлекает, сюжет далеко не банален, а автору респект за то, что он зарабатывает по $500 000 на каждой странице своих романов - тех, которые никому не нравятся :)",9
"Не рассчитывал, что Минаев понравится куда больше новомодного Бегбедера, но уж так получилось. И если прелюдия и начало сюжета довольно живенькие, в финале ловишь себя на мысли, что перечитал кучу бредовых идей и мыслей, но не понял, о чем они вообще. Боюсь, Бегбедера более читать не смогу.",4
замечательно,10
"Перед чем человек бессилен? Что вселяет в него ужас и трепет? Перед чем человеческое существо сгибает голову, не в силах противостоять? Конечно, перед природой. Перед силами стихии. Перед огромными волнами море-океана. Я бы никогда и ни за что не поверила, если бы мне сказали, что кому-то оказалось под силу зарисовать морскую мощь словами, заключив ее в объятья романа. И не верила. Пока не прочла книгу, которая полностью поменяла мои представления о человеческом таланте… Потому что написать ТАКОЕ под силу только настоящему мастеру слова. Я прочла «Море-океан» Алессандро Барикко. Удивительный роман. Глубокий. Практически притча, в которой сюжетные линии, получившие начало так далеко друг от друга, в конце сплетаются вместе и начинают бороться за свое существование… Роман-сказка, в котором не веришь не единому слову, но какая-то высшая сила помогает чувствовать все происходящее… И вот ты уже начинаешь задумываться о том, как же попасть на этот маленький островок, потерявшийся в просторах океана? А ведь сначала он был просто выдумкой, игрой воображения. Произведение-стихия. Как будто сама природа шептала слова автору. И он писал ее потрет. Искусный. Своеобразный. Ни на что непохожий. Надо отметить, что стиль повествования – это что-то невероятное. Иногда даже забываешь о сюжетной линии и просто наслаждаешься языком, на котором исполнено это произведение. Слова оживают и начинают переливаться, как будто водная гладь под лучам яркого солнца… Хочется читать роман «Море-океан» вслух, чтобы навсегда запечатлеть такую красоту на губах… Вывод один – читать и наслаждаться. Наслаждаться романом в руках и всплесками волн, которые раздаются с открытых страниц… P.S. Такую красоту перевела с итальянского Г.Киселева. :) Спасибо ей.",8
"Начал читать случайно. Раньше, если знал, что в серии больше 5 книг, даже и не приступал к чтению. А эта серия меня просто затянула с головой)). Очень легко читается; отличное сочетание юмора и философии - не скучно; красивый, мною очень любимый мир средневековья - рыцари, замки…; эльфы, гномы... - все кого любишь по другим книгам. В этой книге есть всё, что мне нравится. Всем рекомендую прочитать!",10
"На мой взгляд, это лучшая книга серии. Прочитайте и убедитесь сами)).",10
"Это самое странное издание, которое я держала в руках. Знаете, в аннотации этого томика нет ни единого указания, что эта книга продолжает серию романов ""Темная сторона Лондона"", вышедших надо сказать сосвсем в другом формате. И самое интересное: в оглавлении этот роман обозначен как ""Дурной глаз"", однако же в самой книге он назван ""Колдовство в большом городе"", как и должен называться, исходя из авторского английского названия... Вообще если не считать этих издательских огрех, роман ""Колдовство в большом"" городе - самая запутанная часть эпопеи о Джоне Тэйлоре и оставляет читателю еще больше загадок. Так что будем ждать выхода заключительных трех частей, и надеяться если не на счастливый конец, то на ответы на все вопросы. PS: Ждать милости от природы сил больше нет - сама занялась переводом на русский язык.",10
"Книга для дамочек, парням с неуравновешенной психикой читать вредно",5
замечательно!!!! прекрасно,6
"Очень сложное и многоплановое произведение. В нем нет ни захватывающего сюжета, ни интриги, ни связности... Потому и кажется, что оно - плохо... Но стоит вчитаться, вжиться...",10
"Концовка как раз неожиданная. Ибо все шло к тому что ""они поженились и жили долго и счастливо""... Хотя, если бы было поменьше хохмочек и шуточек - было бы лучше...",9
"Наконец Олди попробовали себя в традиционном жанре ""космической фантастики"" - далекое будущее, звездные империи, разные подрассы расселившегося человечества... Никакого фэнтази и магии. А ментальные сверхспособности у нас давно уже вроде числятся по ведомству sience fiction. Но получилось отлично - ничуть не хуже, чем их лучшие фэнтази-вещи, и не хуже, чем у того же Симмонса (Гиперион).",9
"Книга для своего времени. Без знаний реалий 70-х годов 20 века теряется 90% удовольствия при прочтении... С одной стороны жалко, что без знаний истории книгу понять трудно... с другой - может и хорошо, что она может заставить читателя разузнать про то время?",9
"20-е годы 20-го века... Необыкновенное время. Необыкновенные люди. Необыкновенные книги. И, что самое странное, многие мысли, заложенные в этой книге - актуальны и посейчас.",9
"НФ? Фэнтези? сплав? Все нет. Это - космоопера. В которой все эти космосы, бластеры. ментальные сверхспособности - маски. Способ выразить и показать главное. Лучше? Хуже? сказать трудно. Перед нами - всего лишь первый акт оперы. Вещи непривычной, несвойственной, но в то же время узнаваемой.",8
"История написана как будто штрихами. . Огромное количество описаний эвкалиптов, каких-то маленьких историй, совершенно чудаковатых, необычных, этаких баек... И к этому всему вплетается история любви, в общем то такая же чудаковатая и необычная... Великолепное ухаживание молодого человека за главной героиней - просто блеск! Мне очень понравилось!",10
"Красивая история о жизни после смерти, своеобразная философия не имеющая общего с обыденной трактокой рай/ад.. В сущности получается, что это лишь то, что можем мы себе позволить в своих мечтах... Все это прелдомляется через историю Криса, который погибает, и видит с небес страдания своей жены, которая в итоге кончает с жизнью самоубийству, и Крису приходится её спасать.. А ещё по этой книге снят замечательный фильм с Робином Уильясом в главной роли!",9
"Продолжение «фандоринской» серии. На этот раз не роман, а цикл рассказов. Как всегда у Акунина, с ненавязчивыми постмодернистскими играми. Каждый из сюжетов отсылает к классикам интеллектуального детектива и просто классикам. Вашингтону Ирвингу, Морису Леблану, Агате Кристи, Умберто Эко, Артуру Конан-Дойлу... География соответствующая. Фандорин в Бристоле. Фандорин на Диком Западе среди пинкертонов, ковбоев и золотоискателей. Фандорин в Японии рассеивает чары злых духов. В Подмосковье ловит гигантского змея. На Русском Севере спасает от массового самоубийства старообрядцев. И так далее. А в последней новелле Эраст Петрович на пару с Шерлоком Холмсом пытается поймать Арсена Люпена. Не поймал. Но время провели хорошо. http://exlibris.ng.ru/five/2007-01-11/1_5books.html",8
Великолепная книга!,10
Отличная книга где можно купить?,10
"Ну, это Березин. Просто нравится. Хорошие технотриллеры, хотя серия ""Война 2030"" все же послабее его других веСЧей.",8
"Если начинать с ""0"", самому, то на первое время очень даже ничего. На год хватит, а потом появятся вопросы, и свои личные ответы.",6
Пейте Кану )))))),9
"Ребята, вы любите котов?Да! Просто отлично, потому что вы влюбитесь в Пита с первого раза, это кот что надо, как говорится, это потрясающий кот. Однако его хозяин еще лучше - это пример самогочестного, самого бескорыстного человека, который когда-либо существовал на земле. Но это не образец человека, который скрывается от своего прошлого, он не нашел себя в мире несправедливости и корысти, он не смог защитить себя от предательства и лишь потому попался на удочку лести и фальшивой любви. Поразительно то, чтоон нашел в себе силы не озлобиться на весь мир, а продолжать его любить, и все это во многом благодаря Петронию Арбитру (не римскому писателю, а коту)",9
Это высший класс,10
"Оч. интересное произведение, как предыдущие и последующие. Читать не скучно для любителей детективного жанра.",9
"Пока я пытался читать это произведение, где-то сбоку моих скрипящих мозгов прыгала мысль, пыталась сформулироваться, что же это такое. И, только вот теперь я её ухватил и понял - это немного беллитризированных живой журнал. Смесь чьих-то воспоминаний, научно популярной физики (ну оччень популярной), философии. К литературе в моём понимании я это отнести не могу, не хватает основных компонент: сюжет, фабула, герои, наконец. В общем, книга вполне точно описывается названием - элементарные частицы. Люди, как элементарные частицы, носятся туда-сюда, с ними что-то происходит, они появляются-исчезают. Но так же, как с элементарными частицами, нет никакого единого стержня, всё абсолютно случайно. _Так что, если вы есть желание почитать нечто (мега-ЖЖ?), от чего можно оттолкнуться и уйти в свои мысли, то эта книга самое оно. Если же хочется литературы в классическом понимании - право, даже Иллиада и та намного динамичнее, связанней и легче в осознании ;)_ P.S. Видимо, некий пласт современной литературы явно не для меня - Миллер, Воннегут, теперь вот ещё и Уэльбек.",3
"Книга неплохая. Но вставки ""А в это же время за бугром..."" несколько разбавляют динамику сюжета; не раскрит образ Ингви (спишем это на сериальность); скомканый и непонятный конец. В остальном имеем прекрасный юмор, интригу и надежду на продолжение. Вывод: читать!",10
"И интересно, и смешно, и трогательно",10
"Оцениваю высоко, потому что невозможно поставить меньшую оценку столь великому произведению, показавшему уродство общества во всех его отраслях-0D Да это отвратительно, да над этим нужно подумать, и когда ты проникнешь в суть общества, в котором есть только почитание Старшего Брата и нет прекрасного чувства любви человека к человеку, ты поймешь, что это общество и есть АД-20Перечеркнутая любовь, вытравленная, ограниченная-не просто любовь как чувство, но как и ее физическое воплощение, в ней нет удовольствия, нет страсти, нет жжения души - это ""партийный долг""-0D Семья - это самое опасное, что может быть для человека-20Тебе не разрешат завести ее просто так и с тем, с кем захочешь-20Твои близкие - это твоя же погибель, поскольку они донесут тебя так, если бы ты был чужим для них-0D Мысли человека, если они не направлены на правящую партию, если они не шагают вслед за ней стройными рядами - запретны, принудительно выдавлены из разума в пыточных камерах Министерства любви Да это ужасная по своей сути книга, но ее нужно читать хотя бы для того, чтобы увидеть - наша жизнь хоть немного да лучше",10
"Был бы на средневековой планете ""Greenpeace"", то товарищу лорду могло бы непоздоровиться за жестокое обращение обращение с животными, а так он безнаказанно издевался над драконой, вмурованной в основание замка-20Молодой лорд не потерпел этого и начал вести работы по ее раскопке-20День за днем, медленно и болезненно он освобождал ее тело-20И если бы не регенерирующая способность, то ничего бы у него не вышло-20Это своего рода бунт против устоев семьи, но бунт гуманный и неприводящий к губительным последствиям-0D Нельзя быть костным и жестоким с теми, кто желает тебе добра-0D ""Дракон замка Конгов"" учит нас жить по законам чести и справедливости, учит подбирать правильных друзей и надежных спутников жизини-20",7
"Каждой книге - свое время-20В школе это была моя самая любимая книга-20Но даже взрослому человеку, не читавшему Рони - стоит это сделать-20Просто потому, что эти писатели - единственные в своем роде, и книги их дают такое ""ощущение присутствия"" среди дикой, прекрасной, опасной природы, как ни в одном кинотеатре-20 В аннотации - завязка сюжета, первая страница книги-20Дальше - приключения троих парней, идущих за край мира, чтобы добыть огонь-20Обычно в книгах путешествие - это промежуток времени между одним и другим домом плюс сопутствующие проблемы, а здесь - дорога как образ жизни-20 Необычно, красиво, увлекательно-20Лучшая книга Рони о каменном веке-0D",9
"Можно смело рекомендовать поклонникам Виктора Суворова. Написано не менее увлекательно, но при этом позволяет взглянуть на историю с другой стороны.",9
"хм- читали читали про похождения ведьмы в деревнях разных в борьбе с нечистью разношерстной и вдруг -Василиса ну ничего, оказалось тоже читабельно хороший отдых для мозга, натруженного за рабочий день: все с улыбочкой, по-раздолбайски-0D высокохудожественной ценностью не обладает, но надо отметить мастерство в описании места действия, картинка довольно-таки живая и динамичная, вообще скучать автор не дает, все время что-то подкидывает",9
Краткое резюме: лучше я буду продолжать пересматривать фильм,7
Мне очень понравилось! Я прочитала эту книжку за 1 день. Очень смешная и интересная. Всем рекомендую!,10
"как делец, зарабатывающий на своих книгах, Браун уважение вызывает. Но как Писатель - увольте. Это жвачка, сдобренная в качестве вкусовых добавок ароматами тайн и Таинственных Обществ... Да, у него есть интрига. но почему-то эта интрига у него - шаблонна во всех книгах. И, скажите честно - вы хотя бы одну книгу Бруна перечитали много раз с тем же удовольствием? Или, когда пружины интриги все известны, читать стало неинтересно?",1
"Второй раз читать не смог. ибо кроме интриги в книге нет НИЧЕГО: ни хорошего языка, ни каких-либо мыслей, вызывающих желание подумать. Жвачка. Один раз пожевал, а второй раз уже не вкусно.",1
"Жвачка на один раз. Хоть и весьма захватывающа. но после прочтения стойкое ощущение, что тебя заставили купить макулатуру за большие деньги.",1
"Чудесная книга! Приключения, юмор, добро и зло... где была эта книга в мои 10-15 лет? Но и сейчас, много лет спустя, читается с удовольствием и на одном дыхании.",10
просто кошмарная книга,1
"Эшреи - добрые духи железного леса. Империи понадобился этот лес, и она его вырубила и погубила эшреев. Это образчик экологической катастрофы в масштабах целой планеты.",10
очень люблю,10
Эта повесть выходила в 10-м сборнике фантастики АСТ. Классный нанонанк и при том (техно)патриотичный,10
